Genes	Left-End-Position	Right-End-Position	Direction	Product
yhfX	3509813	3510976	-	putative PLP-binding protein YhfX
yhfY	3511060	3511422	-	PRD domain-containing protein YhfY
yhfZ	3511439	3512344	-	putative DNA-binding transcriptional regulator YhfZ
yhgE	3530715	3532439	-	putative transport protein YhgE
yhgF	3537385	3539706	+	putative RNA-binding protein YhgF
yhgH	3544882	3545565	+	DNA utilization protein YhgH
yhgN	3575071	3575664	+	MarC family putative inner membrane protein YhgN
yhgO	3573660	3573701	-	protein YhgO
yhgP	3573679	3573708	-	protein YhgP
yhhA	3586943	3587383	+	DUF2756 domain-containing protein YhhA
yhhH	3623399	3623782	+	PF15631 family protein YhhH
yhhI	3624378	3625514	+	putative transposase
yhhJ	3625679	3626803	-	ABC transporter family protein YhhJ
yhhL	3604979	3605248	+	DUF1145 domain-containing protein YhhL
yhhM	3605251	3605610	-	DUF2500 domain-containing protein YhhM
yhhN	3605751	3606377	+	PF07947 family protein YhhN
yhhQ	3609217	3609882	+	queuosine precursor transporter
yhhS	3610516	3611733	-	putative transporter YhhS
yhhT	3611865	3612914	+	putative transporter YhhT
yhhW	3578950	3579645	-	quercetin 2,3-dioxygenase
yhhX	3579768	3580805	-	putative oxidoreductase YhhX
yhhY	3581138	3581626	+	<i>N</i>-acetyltransferase YhhY
yhhZ	3581863	3583041	+	putative endonuclease YhhZ
yhiD	3655255	3655902	-	inner membrane protein YhiD
yhiI	3629535	3630602	-	putative membrane fusion protein YhiI
yhiJ	3630968	3632590	-	DUF4049 domain-containing protein YhiJ
yhiL	3632852	3634458	-	DUF4049 domain-containing protein YhiL
yhiM	3634841	3635893	+	inner membrane protein YhiM
yhiN	3636208	3637410	-	putative oxidoreductase YhiN
yhiY	3630665	3630778	-	protein YhiY
yhjB	3671292	3671894	-	putative DNA-binding transcriptional regulator YhjB
yhjD	3673362	3674375	+	putative transporter YhjD
yhjE	3674786	3676108	+	putative transporter YhjE
yhjG	3676290	3678350	-	AsmA family protein YhjG
yhjJ	3680444	3681940	-	peptidase M16 family protein YhjJ
yhjR	3695997	3696185	-	PF10945 family protein YhjR
yhjV	3700563	3701834	+	putative transporter YhjV
yhjX	3710799	3712007	-	putative transporter YhjX
yhjY	3712236	3712934	-	putative outer membrane protein YhjY
yiaA	3726924	3727361	-	PF05360 family inner membrane protein YiaA
yiaB	3727407	3727748	-	PF05360 family inner membrane protein YiaB
yiaC	3713652	3714092	+	peptidyl-lysine <i>N</i>-acetyltransferase YiaC
yiaD	3716547	3717206	+	PF13488 family lipoprotein YiaD
yiaF	3718334	3719044	-	DUF3053 domain-containing protein YiaF
yiaG	3719478	3719768	+	putative DNA-binding transcriptional regulator YiaG
yiaK	3742733	3743731	+	2,3-diketo-L-gulonate reductase
yiaL	3743743	3744210	+	DUF386 domain-containing protein YiaL
yiaM	3744328	3744801	+	2,3-diketo-L-gulonate:Na<sup>+</sup> symporter - membrane subunit
yiaN	3744804	3746081	+	2,3-diketo-L-gulonate:Na<sup>+</sup> symporter - membrane subunit
yiaO	3746094	3747080	+	2,3-diketo-L-gulonate:Na<sup>+</sup> symporter - periplasmic binding protein
yiaT	3751128	3751868	-	outer membrane protein YiaT
yiaU	3751992	3752966	+	putative LysR-type DNA-binding transcriptional regulator YiaU
yiaV	3752963	3754099	-	putative membrane fusion protein YiaV
yiaW	3754105	3754428	-	DUF3302 domain-containing protein YiaW
yiaY	3756676	3757827	-	L-threonine dehydrogenase
yibA	3766337	3767179	+	putative lyase containing HEAT-repeat
yibF	3761347	3761955	-	glutathione transferase-like protein YibF
yibG	3768177	3768638	+	tetratricopeptide-like domain-containing protein YibG
yibH	3770243	3771379	-	inner membrane protein YibH
yibI	3771382	3771744	-	DUF3302 domain-containing protein YibI
yibL	3776665	3777027	+	DUF2810 domain-containing protein YibL
yibN	3784584	3785015	-	putative sulfurtransferase YibN
yibQ	3788101	3789060	+	divergent polysaccharide deacetylase domain-containing protein YibQ
yibT	3776171	3776380	-	protein YibT
yibV	3769345	3769680	+	PF15596 family protein YibV
yibX	3797772	3798014	-	protein YibX-S // protein YibX
yibY	3798039	3798149	-	protein YibY
yicC	3816676	3817539	+	UPF0701 family protein YicC
yicG	3818874	3819491	+	PF03458 family inner membrane protein YicG
yicH	3830457	3832166	+	AsmA famly protein YicH
yicI	3832219	3834537	-	&alpha;-D-xyloside xylohydrolase
yicJ	3834547	3835929	-	putative xyloside transporter YicJ
yicL	3838248	3839171	+	putative transporter YicL
yicN	3841950	3842402	-	DUF1198 domain-containing protein YicN
yicR	3811891	3812559	-	RadC-like JAB domain-containing protein YicR
yicS	3840215	3840508	+	uncharacterized protein YicS
yicU	3838642	3838701	-	protein YicU
yidA	3876140	3876952	-	sugar phosphatase YidA
yidB	3877067	3877465	-	DUF937 domain-containing protein YidB
yidC	3885076	3886722	+	membrane protein insertase YidC
yidD	3884816	3885073	+	membrane protein insertion efficiency factor
yidE	3864612	3866273	-	putative transport protein YidE
yidF	3855114	3855611	-	uncharacterized protein YidF
yidG	3855608	3855970	-	inner membrane protein YidG
yidH	3855960	3856307	-	DUF202 domain-containing inner membrane protein YidH
yidI	3856415	3856864	+	putative inner membrane protein YidI
yidJ	3856911	3858404	-	putative sulfatase/phosphatase YidJ
yidK	3858401	3860116	-	putative transporter YidK
yidL	3860283	3861176	+	putative DNA-binding transcriptional regulator YidL
yidP	3863899	3864615	+	putative DNA-binding transcriptional regulator YidP
yidQ	3867728	3868060	+	DUF1375 domain-containing putative lipoprotein YidQ
yidR	3868062	3869309	-	DUF3748 domain-containing galacturonate catabolism protein YidR
yidX	3875438	3876094	+	putative lipoprotein YidX
yidZ	3892765	3893724	+	putative LysR-type transcriptional regulator YidZ
yieE	3893881	3894630	+	putative phosphopantetheinyl transferase
yieF	3894652	3895218	+	chromate reductase
yieH	3896774	3897439	+	6-phosphogluconate phosphatase
yieK	3898671	3899393	-	putative glucosamine-6-phosphate deaminase YieK
yieL	3899408	3900577	-	putative hydrolase YieL
yieP	3940635	3941327	-	DNA-binding transcriptional regulator YieP
yifB	3948449	3949969	-	putative magnesium chelatase YifB
yifK	3980887	3982272	+	putative transporter YifK
yifL	3994522	3994725	+	putative lipoprotein YifL
yigA	3995583	3996290	+	DUF484 domain-containing protein YigA
yigB	3997183	3997899	+	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase
yigE	4000292	4001056	-	DUF2233 domain-containing protein YigE
yigF	4002419	4002799	-	DUF2628 domain-containing protein YigF
yigG	4002813	4003193	-	inner membrane protein
yigI	4004230	4004697	-	putative thioesterase YigI
yigL	4010200	4011000	+	phosphosugar phosphatase YigL
yigZ	4032492	4033106	+	IMPACT family member YigZ
yihA	4050133	4050765	-	GTP-binding protein YihA
yihD	4042069	4042338	+	DUF1040 domain-containing protein YihD
yihF	4044199	4045629	+	DUF945 domain-containing protein YihF
yihG	4045670	4046602	-	1-acylglycerol-3-phosphate <i>O</i>-acyltransferase YihG
yihI	4051347	4051856	+	Der GTPase-activating protein YihI
yihL	4060447	4061157	+	putative transcriptional regulator YihL
yihM	4061165	4062145	+	putative TIM barrel domain-containing protein YihM
yihN	4062247	4063512	+	putative transporter YihN
yihO	4064363	4065766	-	putative sulfoquinovose transporter
yihP	4065809	4067194	-	putative 2,3-dihydroxypropane-1-sulfonate export protein
yihQ	4067240	4069276	-	sulfoquinovosidase
yihR	4069475	4070401	-	putative sulfoquinovose mutarotase YihR
yihS	4070515	4071756	-	sulfoquinovose isomerase
yihT	4071773	4072651	-	6-deoxy-6-sulfofructose-1-phosphate aldolase
yihU	4072675	4073571	-	3-sulfolactaldehyde reductase
yihV	4073739	4074635	+	6-deoxy-6-sulfofructose kinase
yihX	4075553	4076152	+	&alpha;-D-glucose-1-phosphate phosphatase YihX
yihY	4076146	4077018	+	PF03631 family membrane protein YihY
yiiE	4079291	4079509	+	putative DNA-binding transcriptional regulator YiiE
yiiF	4079751	4079969	+	protein YiiF
yiiG	4087002	4088057	+	DUF3829 domain-containing lipoprotein YiiG
yiiM	4102822	4103496	+	2-amino-6-<i>N</i>-hydroxylaminopurine resistance protein
yiiQ	4111615	4112214	-	DUF1454 domain-containing protein YiiQ
yiiR	4112315	4112755	+	DUF805 domain-containing protein YiiR
yiiS	4112967	4113266	+	DUF406 domain-containing protein YiiS
yiiX	4127286	4127894	-	putative lipid-binding hydrolase YiiX
yijD	4161771	4162130	+	DUF1422 domain-containing inner membrane protein YijD
yijE	4136108	4137013	+	cystine exporter
yijF	4137040	4137657	-	DUF1287 domain-containing protein YijF
yijO	4147466	4148317	-	putative DNA-binding transcriptional regulator YijO
yjaA	4213234	4213617	+	stress response protein
yjaB	4213680	4214123	-	peptidyl-lysine <i>N</i>-acetyltransferase YjaB
yjaG	4199504	4200094	+	DUF416 domain-containing protein YjaG
yjaH	4200566	4201261	+	DUF1481 domain-containing protein YjaH
yjaZ	4189786	4190325	+	protein YjaZ
yjbB	4227731	4229362	+	putative inorganic phosphate export protein YjbB
yjbD	4231359	4231631	-	DUF3811 domain-containing protein YjbD
yjbE	4235906	4236148	+	uncharacterized protein YjbE
yjbF	4236262	4236900	+	lipoprotein YjbF
yjbG	4236897	4237634	+	capsule biosynthesis GfcC family protein YjbG
yjbH	4237634	4239730	+	YjbH family protein
yjbI	4250703	4252283	+	pentapeptide repeats-containing protein YjbI
yjbJ	4259237	4259446	+	putative stress response protein YjbJ
yjbL	4260321	4260575	+	uncharacterized protein YjbL
yjbM	4260599	4261306	+	DUF2713 domain-containing protein YjbM
yjbQ	4270238	4270654	+	UPF0047 protein YjbQ
yjbR	4270658	4271014	+	PF04237 family protein YjbR
yjbS	4268809	4269012	-	uncharacterized protein YjbS
yjbT	4239777	4240055	-	PF17089 family protein YjbT
yjcB	4274760	4275041	-	uncharacterized protein YjcB
yjcE	4279980	4281629	+	putative transporter YjcE
yjcF	4281783	4283075	-	pentapeptide repeat-containing protein YjcF
yjcH	4284899	4285213	-	DUF485 domain-containing inner membrane protein YjcH
yjcO	4296436	4297125	-	Sel1 repeat-containing protein YjcO
yjcS	4304612	4306597	-	linear primary-alkylsulfatase
yjdC	4362733	4363308	-	putative DNA-binding transcriptional regulator YjdC
yjdF	4344929	4345558	-	DUF2238 domain-containing inner membrane protein YjdF
yjdI	4351843	4352073	+	PF06902 family protein YjdI
yjdJ	4352085	4352357	+	putative <i>N</i>-acetyltransferase YjdJ
yjdM	4326399	4326734	-	zinc ribbon domain-containing protein YjdM
yjdN	4325298	4325741	-	PF06983 family protein YjdN
yjdP	4313868	4314197	+	protein YjdP
yjeH	4369156	4370412	-	L-methionine/branched chain amino acid exporter
yjeI	4372809	4373162	+	DUF4156 domain-containing lipoprotein YjeI
yjeJ	4373365	4374234	-	protein YjeJ
yjeM	4383839	4385341	+	putative transporter YjeM
yjeN	4385393	4385707	+	uncharacterized protein YjeN
yjeO	4385704	4386018	+	DUF2645 domain-containing inner membrane protein YjeO
yjeT	4404386	4404583	+	DUF2065 domain-containing protein YjeT
yjeV	4392892	4392945	+	uncharacterized protein YjeV
yjfC	4413028	4414191	+	putative acid&mdash;amine ligase YjfC
yjfF	4453583	4454578	+	galactofuranose ABC transporter putative membrane subunit YjtF
yjfI	4410133	4410534	+	DUF2170 domain-containing protein YjfI
yjfJ	4410553	4411251	+	PspA family protein YjfJ
yjfK	4411302	4411961	+	DUF2491 domain-containing protein YjfK
yjfL	4411979	4412377	+	DUF350 domain-containing inner membrane protein YjfL
yjfM	4412387	4413025	+	DUF1190 domain-containing protein YjfM
yjfN	4416017	4416292	-	protease activator YjfN
yjfP	4416952	4417701	+	carboxylesterase
yjfY	4424516	4424791	-	DUF1471 domain-containing protein YjfY
yjfZ	4426628	4427422	-	protein YjfZ
yjgA	4457314	4457865	-	DUF615 domain-containing protein YjgA
yjgH	4472814	4473209	-	RutC family protein YjgH
yjgL	4475437	4477251	+	protein YjgL
yjgM	4479034	4479537	-	putative acetyltransferase YjgM
yjgN	4479730	4480926	+	inner membrane protein YjgN
yjgR	4488561	4490063	-	DUF853 domain-containing protein YjgR
yjgZ	4501260	4501589	+	KpLE2 phage-like element; uncharacterized protein YjgZ
yjhD	4506626	4506856	-	KpLE2 phage-like element; surface adhesin E-like protein
yjhF	4520671	4522020	-	KpLE2 phage-like element; putative transporter YjhF
yjhG	4522127	4524094	-	KpLE2 phage-like element; D-xylonate dehydratase
yjhH	4524105	4525010	-	KpLE2 phage-like element; putative 2-dehydro-3-deoxy-D-pentonate aldolase
yjhI	4525015	4525803	-	KpLE2 phage-like element; putative DNA-binding transcriptional regulator YjhI
yjhP	4532437	4533183	-	KpLE2 phage-like element; putative methyltransferase YjhP
yjhQ	4533239	4533784	-	KpLE2 phage-like element; putative acetyltransferase TopAI antitoxin YjhQ
yjhR	4535015	4536031	+	KpLE2 phage-like element; PLD-like domain-containing protein YjhR
yjhU	4519338	4520324	-	KpLE2 phage-like element; putative DNA-binding transcriptional regulator YjhU
yjhV	4509804	4510133	+	KpLE2 phage-like element; putative uncharacterized protein YjhV
yjiA	4587909	4588865	-	P-loop guanosine triphosphatase YjiA
yjiC	4555490	4556320	-	uncharacterized protein YjiC
yjiG	4559539	4560000	-	Gate family protein YjiG
yjiH	4559997	4560680	-	Gate family protein YjiH
yjiJ	4561497	4562675	-	putative transporter YjiJ
yjiK	4562743	4563603	-	uncharacterized protein YjiK
yjiL	4563922	4564689	-	putative ATPase, activator of (R)-hydroxyglutaryl-CoA dehdratase
yjiM	4564699	4565850	-	putative dehydratase subunit
yjiN	4565966	4567246	-	DUF445 domain-containing protein YjiN
yjiR	4570162	4571574	-	fused putative DNA-binding transcriptional regulator/putative aminotransferase YjiR
yjiS	4571751	4571915	+	DUF1127 domain-containing protein YjiS
yjiT	4572414	4573931	+	putative uncharacterized protein YjiT
yjiX	4588876	4589079	-	PF04328 family protein YjiX
yjjA	4599695	4600189	-	DUF2501 domain-containing protein YjjA
yjjB	4601624	4602097	-	putative succinate exporter YjjB
yjjG	4608646	4609323	+	pyrimidine 5'-nucleotidase YjjG
yjjI	4615515	4617065	-	DUF3029 domain-containing protein YjjI
yjjJ	4621769	4623100	+	toxin YjjJ
yjjP	4602088	4602858	-	putative succinate exporter YjjP
yjjQ	4603477	4604202	+	DNA-binding transcriptional repressor YjjQ
yjjU	4612411	4613484	+	putative patatin-like phospholipase YjjU
yjjV	4613481	4614260	+	putative DNase YjjV
yjjW	4614680	4615543	-	putative glycyl-radical enzyme activating enzyme YjjW
yjjX	4633233	4633745	-	ITPase/XTPase
yjjY	4640402	4640542	+	uncharacterized protein YjjY
yjjZ	4605804	4606040	+	DUF1435 domain-containing protein YjjZ
yjtD	4640942	4641628	+	putative rRNA methyltransferase
ykfA	268097	268960	-	CP4-6 prophage; putative GTP-binding protein YkfA
ykfB	265620	266087	-	CP4-6 prophage; protein YkfB
ykfC	272847	273992	+	CP4-6 prophage; PF00078 domain-containing protein YkfC
ykfF	265304	265543	-	CP4-6 prophage; protein YkfF
ykfG	264256	264732	-	CP4-6 prophage; RadC-like JAB domain-containing protein YkfG
ykfH	264026	264247	-	DUF987 domain-containing protein YkfH
ykfI	263328	263669	-	CP4-6 prophage; toxin of the YkfI-YafW toxin-antitoxin system
ykfM	238257	238736	-	uncharacterized protein YkfM
ykgA	316450	317136	-	putative DNA-binding transcriptional regulator YkgA
ykgE	321608	322327	+	putative lactate utilization oxidoreductase YkgE
ykgF	322338	323765	+	putative amino acid dehydrogenase with NAD(P)-binding domain and ferridoxin-like domain
ykgG	323758	324453	+	DUF162 domain-containing lactate utilization protein YkgG
ykgH	324696	325364	-	uncharacterized protein YkgH
ykgJ	303853	304182	-	putative zinc- or iron-chelating domain-containing protein YkgJ
ykgL	312112	312339	+	uncharacterized protein YkgL
ykgM	312514	312777	-	50S ribosomal subunit protein L31B
ykgO	312374	312514	-	50S ribosomal subunit protein L36B
ykgR	313141	313242	-	uncharacterized membrane protein YkgR
ykgS	290510	290638	+	CP4-6 prophage; protein YkgS
ykgV	294918	295142	-	CP4-6 prophage; protein YkgV
ykiA	408609	408950	+	DUF2773 domain-containing protein YkiA
ykiC	383960	384079	+	protein YkiC
ykiD	408947	409030	+	protein YkiD
ykiE	4518372	4518440	+	protein YkiE
ylaC	478781	479251	-	putative inner membrane protein
ylbE	548357	549616	+	DUF1116 domain-containing protein YlbE
ylbF	549627	550442	+	DUF2877 domain-containing protein YlbF
ylbG	529645	530016	-	putative DNA-binding transcriptional regulator YlbG
ylcG	573730	573870	+	DLP12 prophage; uncharacterized protein YlcG
ylcH	572368	572469	+	DLP12 prophage; uncharacterized protein YlcH
ylcI	580251	580445	-	DLP12 prophage; DUF3950 domain-containing protein YlcI
ylcJ	568695	568844	+	DLP12 prophage; protein YlcJ
yldA	643330	643419	-	protein YldA
yliI	878742	879857	+	aldose sugar dehydrogenase YliI
yliM	850332	850397	+	protein YliM
yljB	922740	922814	+	protein YljB
ymcE	1051847	1052077	+	protein YmcE
ymcF	1051684	1051872	+	protein YmcF
ymdA	1105414	1105725	+	uncharacterized protein YmdA
ymdB	1105820	1106353	+	2'-<i>O</i>-acetyl-ADP-ribose deacetylase, regulator of RNase III activity
ymdF	1068081	1068254	+	stress-induced bacterial acidophilic repeat motifs-containing protein YmdF
ymdG	1079120	1079146	+	protein YmdG
ymfA	1181264	1181725	-	putative inner membrane protein YmfA
ymfD	1196867	1197532	-	e14 prophage; putative SAM-dependent methyltransferase YmfD
ymfE	1197533	1198237	-	e14 prophage; uncharacterized protein YmfE
ymfH	1201069	1201380	-	e14 prophage; putative protein YmfH
ymfI	1201497	1201838	+	e14 prophage; uncharacterized protein YmfI
ymfJ	1201776	1202084	-	e14 prophage; uncharacterized protein YmfJ
ymfK	1202259	1202933	-	e14 prophage; putative repressor protein YmfK
ymfL	1203268	1203825	+	e14 prophage; uncharacterized protein YmfL
ymfM	1203822	1204160	+	e14 prophage; uncharacterized protein YmfM
ymfN	1204170	1205537	+	e14 prophage; chimeric replication protein/phage terminase YmfN
ymfQ	1206913	1207497	+	e14 prophage; DUF2313 domain-containing protein YmfQ
ymfR	1205549	1205731	+	e14 prophage; IPR020297 domain-containing protein YmfR
ymfT	1203024	1203224	+	e14 prophage; putative DNA-binding transcriptional regulator YmfT
ymgA	1216068	1216340	+	putative two-component system connector protein YmgA
ymgC	1216748	1216996	+	protein YmgC
ymgD	1222305	1222634	-	PF16456 family protein YmgD
ymgE	1244728	1244982	+	PF04226 family protein YmgE
ymgF	1218983	1219201	+	inner membrane protein YmgF
ymgG	1222644	1222988	-	PF13488 family protein YmgG
ymgI	1222990	1223163	-	uncharacterized protein YmgI
ymgJ	1223264	1223449	+	uncharacterized protein YmgJ
ymgK	1212260	1212304	-	protein YmgK
ymgL	1212540	1212650	-	protein YmgL
ymgM	1240260	1240463	+	protein YmgM
ymiA	1335148	1335288	+	uncharacterized protein YmiA
ymiB	1346796	1346900	+	putative protein YmiB
ymiC	1335572	1335667	+	protein YmiC
ymiD	1344647	1344775	+	protein YmiD
ymjA	1357423	1357668	-	DUF2543 domain-containing protein YmjA
ymjC	1390680	1390862	-	putative uncharacterized protein YmjC
ymjD	1390868	1390933	-	uncharacterized protein YmjD
ymjE	1359177	1359341	-	protein YmjE
ynaA	1426454	1427482	+	Rac prophage; putative prophage tail length tape measure domain-containing protein YnaA
ynaE	1433991	1434224	-	Rac prophage; uncharacterized protein YnaE
